name,subname,url,holiday,nearest,genre,price_dinner,price_lunch,star,address,tel,reviews,bookmarks,menu_url,photo_out,photo_in
パティスリーヨシノリアサミ,（PÂTISSERIE Yoshinori Asami）,https://tabelog.com/tokyo/A1323/A132301/13187756/,火曜・水曜,巣鴨駅,ケーキ 洋菓子（その他）,￥2000～￥2999,￥1000～￥1999,3.66,東京都 豊島区巣鴨3-23-3 ハウス桃李 1F,03-5980-7674,212,15209,https://tabelog.com/tokyo/A1323/A132301/13187756/dtlmenu,https://tabelog.com/tokyo/A1323/A132301/13187756/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132301/13187756/dtlphotolst/4/smp2
パティスリー イーズ,（patisserie ease）,https://tabelog.com/tokyo/A1302/A130202/13246269/,水曜日,茅場町駅,ケーキ,～￥999,～￥999,3.66,東京都 中央区日本橋兜町9-1 ,03-6231-1681,209,30223,https://tabelog.com/tokyo/A1302/A130202/13246269/dtlmenu,https://tabelog.com/tokyo/A1302/A130202/13246269/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1302/A130202/13246269/dtlphotolst/4/smp2
パティスリー ラ ヴィ ドゥース,（Patisserie LA VIE DOUCE）,https://tabelog.com/tokyo/A1309/A130903/13004306/,月曜日,曙橋駅,ケーキ カフェ,～￥999,～￥999,3.66,東京都 新宿区愛住町23-14 べルックス新宿ビル　１Ｆ,03-5368-1160,190,7012,https://tabelog.com/tokyo/A1309/A130903/13004306/dtlmenu,https://tabelog.com/tokyo/A1309/A130903/13004306/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1309/A130903/13004306/dtlphotolst/4/smp2
エシレ パティスリー オ ブール 東急フードショー エッジ店,（ECHIRE PATISSERIE AU BEURRE）,https://tabelog.com/tokyo/A1303/A130301/13240780/,無休,渋谷駅,洋菓子（その他）,-,￥1000～￥1999,3.65,東京都 渋谷区渋谷2-24-12 渋谷スクランブルスクエア 1F,03-6427-3635,182,5040,https://tabelog.com/tokyo/A1303/A130301/13240780/dtlmenu,https://tabelog.com/tokyo/A1303/A130301/13240780/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1303/A130301/13240780/dtlphotolst/4/smp2
パティスリー ビガロー,（Pâtisserie Bigarreaux）,https://tabelog.com/tokyo/A1317/A131707/13167950/,水曜日(祝日の場合は翌日)、不定休(インスタグラムにて告知),桜新町駅,ケーキ カフェ,-,￥2000～￥2999,3.65,東京都 世田谷区桜新町1丁目15-22 ,03-6804-4184,92,7376,https://tabelog.com/tokyo/A1317/A131707/13167950/dtlmenu,https://tabelog.com/tokyo/A1317/A131707/13167950/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131707/13167950/dtlphotolst/4/smp2
パティスリー・サダハル・アオキ・パリ 東京ミッドタウン店,（patisserie Sadaharu AOKI paris）,https://tabelog.com/tokyo/A1307/A130701/13037371/,無休,六本木駅,カフェ ケーキ マカロン,￥5000～￥5999,￥1000～￥1999,3.62,東京都 港区赤坂9-7-4 東京ミッドタウン ガレリア  B1F,03-5413-7112,326,8735,https://tabelog.com/tokyo/A1307/A130701/13037371/dtlmenu,https://tabelog.com/tokyo/A1307/A130701/13037371/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1307/A130701/13037371/dtlphotolst/4/smp2
パティスリーレセンシエル,（Patisserie L'essentielle）,https://tabelog.com/tokyo/A1323/A132302/13174296/,木曜日、不定休(SNSにて告知),茗荷谷駅,ケーキ カフェ,～￥999,～￥999,3.62,東京都 文京区小石川4-16-7 カーサベラソーレ 1F,03-6320-8669,127,8680,https://tabelog.com/tokyo/A1323/A132302/13174296/dtlmenu,https://tabelog.com/tokyo/A1323/A132302/13174296/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132302/13174296/dtlphotolst/4/smp2
ル・リベラリスム・シーオー　パティスリー・タツヤ・ササキ,（LELIBERALISM CO PATISSERIE TATSUYA SASAKI）,https://tabelog.com/tokyo/A1329/A132904/13137859/,月曜日(祝日の場合翌日)、不定休,西八王子駅,ケーキ パン,-,～￥999,3.62,東京都 八王子市散田町3-6-3 ,042-665-8528,78,2953,https://tabelog.com/tokyo/A1329/A132904/13137859/dtlmenu,https://tabelog.com/tokyo/A1329/A132904/13137859/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1329/A132904/13137859/dtlphotolst/4/smp2
パティスリー ナオキ 駒沢店,（PATISSERIE NAOKI）,https://tabelog.com/tokyo/A1317/A131707/13001442/,月曜日、火曜日,駒沢大学駅,ケーキ,￥1000～￥1999,～￥999,3.61,東京都 世田谷区駒沢1-4-12 ,03-3422-3167,138,6809,https://tabelog.com/tokyo/A1317/A131707/13001442/dtlmenu,https://tabelog.com/tokyo/A1317/A131707/13001442/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131707/13001442/dtlphotolst/4/smp2
パティスリー・サダハルアオキ・パリ 新宿伊勢丹店,（Patisserie Sadaharu AOKI Pari's）,https://tabelog.com/tokyo/A1304/A130401/13032302/,不定休（伊勢丹に準ずる）,新宿三丁目駅,ケーキ マカロン パン,～￥999,￥1000～￥1999,3.60,東京都 新宿区新宿3-14-1 伊勢丹新宿店  B1F,03-3352-1111,240,7316,https://tabelog.com/tokyo/A1304/A130401/13032302/dtlmenu,https://tabelog.com/tokyo/A1304/A130401/13032302/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1304/A130401/13032302/dtlphotolst/4/smp2
パティスリーSAKURA,（サクラ）,https://tabelog.com/tokyo/A1313/A131307/13119767/,火曜日,豊洲駅,ケーキ パン,￥1000～￥1999,～￥999,3.60,東京都 江東区豊洲4-2-2 ,03-3531-3521,114,6364,https://tabelog.com/tokyo/A1313/A131307/13119767/dtlmenu,https://tabelog.com/tokyo/A1313/A131307/13119767/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1313/A131307/13119767/dtlphotolst/4/smp2
パティスリープラネッツ 大泉学園本店,（PATISSERIE LE PLANETES）,https://tabelog.com/tokyo/A1321/A132103/13005576/,水曜日(稀に火曜日も不定で休むことあり),大泉学園駅,ケーキ チョコレート,-,～￥999,3.60,東京都 練馬区大泉学園町5-8-20 セレッソ大泉学園 1F,03-5933-1233,98,2461,https://tabelog.com/tokyo/A1321/A132103/13005576/dtlmenu,https://tabelog.com/tokyo/A1321/A132103/13005576/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132103/13005576/dtlphotolst/4/smp2
パティスリー アンカド,（patisserie un cadeau）,https://tabelog.com/tokyo/A1327/A132701/13231679/,火曜日 ※場合によっては臨時休業がございますのでご了承ください,町田駅,ケーキ 洋菓子（その他） カフェ,～￥999,～￥999,3.60,東京都 町田市原町田3-6-12 ,050-5570-6012,74,4836,https://tabelog.com/tokyo/A1327/A132701/13231679/dtlmenu,https://tabelog.com/tokyo/A1327/A132701/13231679/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1327/A132701/13231679/dtlphotolst/4/smp2
パティスリー ユウ ササゲ 新宿店,（Patisserie Yu Sasage）,https://tabelog.com/tokyo/A1304/A130401/13259528/,-,新宿駅,ケーキ 洋菓子（その他）,～￥999,￥1000～￥1999,3.60,東京都 新宿区西新宿1-1-3 小田急百貨店新宿店  B2F,03-6258-1800,40,1495,https://tabelog.com/tokyo/A1304/A130401/13259528/dtlmenu,https://tabelog.com/tokyo/A1304/A130401/13259528/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1304/A130401/13259528/dtlphotolst/4/smp2
パティスリーQBG エキュート品川店,（【旧店名】QBG パティスリー α、QBG ル パティシエ タカギ）,https://tabelog.com/tokyo/A1314/A131403/13019780/,無休,品川駅,ケーキ 洋菓子（その他）,￥1000～￥1999,～￥999,3.57,東京都 港区高輪3-26-27 エキュート品川  1F,03-3441-4183,155,2994,https://tabelog.com/tokyo/A1314/A131403/13019780/dtlmenu,https://tabelog.com/tokyo/A1314/A131403/13019780/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1314/A131403/13019780/dtlphotolst/4/smp2
エシレ パティスリー オ ブール,,https://tabelog.com/tokyo/A1304/A130401/13227809/,不定休(営業時間・定休日は伊勢丹新宿店に準ずる),新宿三丁目駅,洋菓子（その他）,-,￥1000～￥1999,3.57,東京都 新宿区新宿3-14-1 伊勢丹新宿本店 B1F,03-3352-1111,110,4551,https://tabelog.com/tokyo/A1304/A130401/13227809/dtlmenu,https://tabelog.com/tokyo/A1304/A130401/13227809/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1304/A130401/13227809/dtlphotolst/4/smp2
パティスリー・イチリン,（Patisserie ICHIRIN）,https://tabelog.com/tokyo/A1325/A132502/13099104/,毎週火曜日,立飛駅,ケーキ パン カフェ・喫茶（その他）,～￥999,～￥999,3.57,東京都 国分寺市西町3-31-1 ,042-505-5338,82,2969,https://tabelog.com/tokyo/A1325/A132502/13099104/dtlmenu,https://tabelog.com/tokyo/A1325/A132502/13099104/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1325/A132502/13099104/dtlphotolst/4/smp2
パティスリー カメリア銀座,（Camelia）,https://tabelog.com/tokyo/A1301/A130103/13229788/,日曜日,銀座駅,ケーキ マカロン パン,￥2000～￥2999,￥2000～￥2999,3.55,東京都 中央区銀座7-5-12 ニューギンザビル8号館 1F,03-6263-8868,115,10950,https://tabelog.com/tokyo/A1301/A130103/13229788/dtlmenu,https://tabelog.com/tokyo/A1301/A130103/13229788/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130103/13229788/dtlphotolst/4/smp2
パティスリー ロータス,（Patisserie Lotus）,https://tabelog.com/tokyo/A1319/A131907/13210549/,火曜定休,西荻窪駅,ケーキ カフェ パフェ,￥1000～￥1999,￥1000～￥1999,3.55,東京都 杉並区松庵3-37-23 ,050-5570-7989,65,5087,https://tabelog.com/tokyo/A1319/A131907/13210549/dtlmenu,https://tabelog.com/tokyo/A1319/A131907/13210549/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131907/13210549/dtlphotolst/4/smp2
パティスリー ドゥ シェフ フジウ 立川店,（PATISSERIE DU CHEF FUJIU）,https://tabelog.com/tokyo/A1329/A132901/13047964/,エキュート立川に準じる,立川駅,ケーキ,-,～￥999,3.55,東京都 立川市柴崎町3-1-1 エキュート立川  2F,042-521-5174,58,2515,https://tabelog.com/tokyo/A1329/A132901/13047964/dtlmenu,https://tabelog.com/tokyo/A1329/A132901/13047964/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1329/A132901/13047964/dtlphotolst/4/smp2
パティスリー１９０４,（ディズヌフソンキャトル）,https://tabelog.com/tokyo/A1317/A131705/13018913/,毎週火曜日、第1.3月曜日,池尻大橋駅,ケーキ チョコレート,-,～￥999,3.54,東京都 目黒区東山2-5-8 Ｋａａｂａ東山 1F,03-3792-1904,89,7181,https://tabelog.com/tokyo/A1317/A131705/13018913/dtlmenu,https://tabelog.com/tokyo/A1317/A131705/13018913/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131705/13018913/dtlphotolst/4/smp2
パティスリー サロン・ドゥ・テ・ゴセキ,（Patisserie Salon de The Goseki）,https://tabelog.com/tokyo/A1320/A132001/13005928/,月曜日〜金曜日,吉祥寺駅,ケーキ,￥1000～￥1999,￥1000～￥1999,3.54,東京都 武蔵野市御殿山1-7-6 ,0422-71-1150,60,4663,https://tabelog.com/tokyo/A1320/A132001/13005928/dtlmenu,https://tabelog.com/tokyo/A1320/A132001/13005928/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1320/A132001/13005928/dtlphotolst/4/smp2
パティスリー・ラ・ノブティック,（pa'tisserie LA NOBOUTIQUE）,https://tabelog.com/tokyo/A1322/A132203/13118222/,毎月第一水曜日（お菓子教室開催日）,ときわ台駅,ケーキ,～￥999,～￥999,3.53,東京都 板橋区常盤台2-6-2 池田ビル1階,03-5918-9454,62,3492,https://tabelog.com/tokyo/A1322/A132203/13118222/dtlmenu,https://tabelog.com/tokyo/A1322/A132203/13118222/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132203/13118222/dtlphotolst/4/smp2
パティスリー パクタージュ,（patisserie PARTAGE）,https://tabelog.com/tokyo/A1327/A132701/13153856/,日・月・火曜日 【年末・年始・バレンタイン・ホワイトデー・クリスマス  前は営業  】,玉川学園前駅,ケーキ チョコレート パン,￥2000～￥2999,￥2000～￥2999,3.53,東京都 町田市玉川学園2-18-22 ,042-810-1111,45,4194,https://tabelog.com/tokyo/A1327/A132701/13153856/dtlmenu,https://tabelog.com/tokyo/A1327/A132701/13153856/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1327/A132701/13153856/dtlphotolst/4/smp2
パティスリー シュシュクリエ 三軒茶屋店,（【旧店名】パティスリーラファミーユ）,https://tabelog.com/tokyo/A1317/A131706/13132570/,無休,三軒茶屋駅,ケーキ スイーツ（その他）,￥1000～￥1999,￥1000～￥1999,3.52,東京都 世田谷区三軒茶屋1-40-1 ,03-3413-5570,60,3185,https://tabelog.com/tokyo/A1317/A131706/13132570/dtlmenu,https://tabelog.com/tokyo/A1317/A131706/13132570/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131706/13132570/dtlphotolst/4/smp2
パティスリー トゥルモンド,（Patisserie tout le Monde）,https://tabelog.com/tokyo/A1317/A131710/13046138/,水曜日【12月31日は18時までの営業】【1月1～4日は休業】,武蔵小山駅,ケーキ チョコレート,￥1000～￥1999,￥1000～￥1999,3.52,東京都 品川区小山4-2-5 ,03-3781-8383,58,3812,https://tabelog.com/tokyo/A1317/A131710/13046138/dtlmenu,https://tabelog.com/tokyo/A1317/A131710/13046138/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131710/13046138/dtlphotolst/4/smp2
パティスリー モンテーニュ,,https://tabelog.com/tokyo/A1309/A130904/13099179/,お盆・年末年始お休み,市ケ谷駅,ケーキ チョコレート 洋菓子（その他）,～￥999,～￥999,3.52,東京都 千代田区九段南3-2-15 富士ビル 1F,03-3262-5561,43,2444,https://tabelog.com/tokyo/A1309/A130904/13099179/dtlmenu,https://tabelog.com/tokyo/A1309/A130904/13099179/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1309/A130904/13099179/dtlphotolst/4/smp2
パティスリー サトウ,（Pâtisserie Sato）,https://tabelog.com/tokyo/A1317/A131715/13250983/,火曜日・水曜日、不定休(SNSにて告知) ※祝日の場合変更あり,九品仏駅,ケーキ 洋菓子（その他） チョコレート,-,￥2000～￥2999,3.52,東京都 世田谷区奥沢8-1-20 1F,03-6432-2454,30,2095,https://tabelog.com/tokyo/A1317/A131715/13250983/dtlmenu,https://tabelog.com/tokyo/A1317/A131715/13250983/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131715/13250983/dtlphotolst/4/smp2
パティスリー・サダハル・アオキ・パリ 渋谷ヒカリエ ShinQs店,,https://tabelog.com/tokyo/A1303/A130301/13140312/,不定休,渋谷駅,ケーキ パン マカロン,￥1000～￥1999,～￥999,3.51,東京都 渋谷区渋谷2-21-1 渋谷ヒカリエ  ShinQs B2F,03-6434-1809,195,5030,https://tabelog.com/tokyo/A1303/A130301/13140312/dtlmenu,https://tabelog.com/tokyo/A1303/A130301/13140312/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1303/A130301/13140312/dtlphotolst/4/smp2
