name,subname,url,holiday,nearest,genre,price_dinner,price_lunch,star,address,tel,reviews,bookmarks,menu_url,photo_out,photo_in
ショコラトリー・パティスリー ソリリテ,（CHOCOLATERIE PATISSERIE SOLILITE）,https://tabelog.com/osaka/A2701/A270102/27088791/,火曜日、他に不定休あり,肥後橋駅,チョコレート ケーキ,～￥999,～￥999,3.63,大阪府 大阪市西区江戸堀2-2-5 ,06-4980-8518,82,7965,https://tabelog.com/osaka/A2701/A270102/27088791/dtlmenu,https://tabelog.com/osaka/A2701/A270102/27088791/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270102/27088791/dtlphotolst/4/smp2
パティスリー SATSUKI,（サツキ【旧店名】スゥイートショップ）,https://tabelog.com/osaka/A2701/A270107/27051429/,無し,大阪ビジネスパーク駅,ケーキ パン チョコレート,￥1000～￥1999,￥1000～￥1999,3.57,大阪府 大阪市中央区城見1-4-1 ホテルニューオータニ大阪,06-6949-3298,87,4029,https://tabelog.com/osaka/A2701/A270107/27051429/dtlmenu,https://tabelog.com/osaka/A2701/A270107/27051429/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270107/27051429/dtlphotolst/4/smp2
パティスリー モーン,,https://tabelog.com/osaka/A2705/A270502/27008221/,水曜日、不定休（SNSにて告知）,和泉中央駅,ケーキ カフェ,～￥999,￥1000～￥1999,3.56,大阪府 和泉市のぞみ野3丁目829-14 ,0725-51-0088,115,3428,https://tabelog.com/osaka/A2705/A270502/27008221/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27008221/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27008221/dtlphotolst/4/smp2
パティスリーアンコール,（patisserie encore）,https://tabelog.com/osaka/A2701/A270405/27073862/,不定休(公式サイトにて告知),駒川中野駅,ケーキ スイーツ（その他）,￥4000～￥4999,～￥999,3.53,大阪府 大阪市東住吉区東田辺1-16-15 ,06-6624-0707,52,1957,https://tabelog.com/osaka/A2701/A270405/27073862/dtlmenu,https://tabelog.com/osaka/A2701/A270405/27073862/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270405/27073862/dtlphotolst/4/smp2
パティスリー ニジュウサン,（patisserie23）,https://tabelog.com/osaka/A2701/A270101/27102268/,不定休（基本、土・日・月はオープンしているようです。行かれる前にお店のツイッターで確認してください）,中崎町駅,ケーキ,～￥999,～￥999,3.53,大阪府 大阪市北区中崎西4-3-45 ,06-6373-2377,37,2209,https://tabelog.com/osaka/A2701/A270101/27102268/dtlmenu,https://tabelog.com/osaka/A2701/A270101/27102268/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270101/27102268/dtlphotolst/4/smp2
patisserie Frank's,（パティスリー フランクス）,https://tabelog.com/osaka/A2707/A270703/27013542/,本店：無休　中小阪店：水曜日,河内小阪駅,サンドイッチ ケーキ カフェ,-,～￥999,3.50,大阪府 東大阪市小阪本町1-1-18 ,06-6724-6462,73,2583,https://tabelog.com/osaka/A2707/A270703/27013542/dtlmenu,https://tabelog.com/osaka/A2707/A270703/27013542/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270703/27013542/dtlphotolst/4/smp2
パティスリーフォンセ,,https://tabelog.com/osaka/A2705/A270501/27011310/,月曜日（祝祭日は振り替えで翌火曜日）,鳳駅,ケーキ,～￥999,～￥999,3.50,大阪府 堺市西区鳳南町1-3-3 アーバンプラザ1階,072-272-8408,59,1958,https://tabelog.com/osaka/A2705/A270501/27011310/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27011310/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27011310/dtlphotolst/4/smp2
パティスリー ザキ,（Patisserie Zaki）,https://tabelog.com/osaka/A2701/A270306/27077588/,火曜日,深江橋駅,ケーキ,-,￥1000～￥1999,3.50,大阪府 大阪市東成区深江北2-9-6 ,06-6974-8666,44,2115,https://tabelog.com/osaka/A2701/A270306/27077588/dtlmenu,https://tabelog.com/osaka/A2701/A270306/27077588/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270306/27077588/dtlphotolst/4/smp2
Patisserie Jona,（パティスリー・ジョナ）,https://tabelog.com/osaka/A2701/A270301/27055774/,【定休日／日・月・火】休：8/12789141516212223282930　(2022.7.28(木)より営業再開しております),西中島南方駅,ケーキ,～￥999,～￥999,3.50,大阪府 大阪市淀川区西中島4-8-27 FLAT34新大阪南1F,06-6305-0011,34,1368,https://tabelog.com/osaka/A2701/A270301/27055774/dtlmenu,https://tabelog.com/osaka/A2701/A270301/27055774/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270301/27055774/dtlphotolst/4/smp2
パティスリー ラファン 蒲生店,（Patisserie RAPIN）,https://tabelog.com/osaka/A2701/A270107/27014707/,なし,蒲生四丁目駅,ケーキ スイーツ（その他）,～￥999,-,3.46,大阪府 大阪市城東区今福西1-2-1 ,06-6934-2603,38,839,https://tabelog.com/osaka/A2701/A270107/27014707/dtlmenu,https://tabelog.com/osaka/A2701/A270107/27014707/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270107/27014707/dtlphotolst/4/smp2
パティスリーショコラ,（patisseri Chocolat）,https://tabelog.com/osaka/A2701/A270104/27004222/,月曜日、不定休(公式サイトにて告知),天満橋駅,ケーキ,￥3000～￥3999,～￥999,3.45,大阪府 大阪市北区天満2-1-27 ,06-6352-0385,51,2344,https://tabelog.com/osaka/A2701/A270104/27004222/dtlmenu,https://tabelog.com/osaka/A2701/A270104/27004222/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270104/27004222/dtlphotolst/4/smp2
パティスリーセボン,（Patisserie　C'est　Bon）,https://tabelog.com/osaka/A2701/A270107/27065396/,月曜日＋α,大阪城北詰駅,ケーキ カフェ 喫茶店,-,～￥999,3.44,大阪府 大阪市都島区網島町8-16 ,06-7175-2375,30,1208,https://tabelog.com/osaka/A2701/A270107/27065396/dtlmenu,https://tabelog.com/osaka/A2701/A270107/27065396/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270107/27065396/dtlphotolst/4/smp2
パティスリー シュクレ 菱屋本店,,https://tabelog.com/osaka/A2707/A270703/27015136/,なし,長瀬駅,ケーキ カフェ,-,￥1000～￥1999,3.43,大阪府 東大阪市菱屋西1-12-24 ,06-6725-8824,35,2165,https://tabelog.com/osaka/A2707/A270703/27015136/dtlmenu,https://tabelog.com/osaka/A2707/A270703/27015136/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270703/27015136/dtlphotolst/4/smp2
パティスリー らねっと,（Patisserie RAINETTE）,https://tabelog.com/osaka/A2701/A270201/27017231/,日曜日のみ　　祝日は営業,西大橋駅,ケーキ カフェ,-,～￥999,3.42,大阪府 大阪市西区新町1-22-19 ,06-6533-5510,36,1149,https://tabelog.com/osaka/A2701/A270201/27017231/dtlmenu,https://tabelog.com/osaka/A2701/A270201/27017231/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270201/27017231/dtlphotolst/4/smp2
パティスリー トロワ,（Patisserie Troyes）,https://tabelog.com/osaka/A2706/A270604/27013734/,火曜日,南茨木駅,ケーキ パン,-,～￥999,3.42,大阪府 茨木市真砂1-9-31 ポー・ド・ミール南茨木 1F,072-632-9666,34,1457,https://tabelog.com/osaka/A2706/A270604/27013734/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27013734/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27013734/dtlphotolst/4/smp2
パティスリーカントナ,,https://tabelog.com/osaka/A2706/A270604/27077565/,不定休,高槻市駅,ケーキ,-,～￥999,3.42,大阪府 高槻市松原町6-5 ,072-662-2815,29,1355,https://tabelog.com/osaka/A2706/A270604/27077565/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27077565/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27077565/dtlphotolst/4/smp2
パティスリー　ハレ,,https://tabelog.com/osaka/A2706/A270603/27019454/,毎週火曜日,池田駅,ケーキ,￥1000～￥1999,￥2000～￥2999,3.40,大阪府 池田市緑丘1-3-29 ,072-754-4180,53,1907,https://tabelog.com/osaka/A2706/A270603/27019454/dtlmenu,https://tabelog.com/osaka/A2706/A270603/27019454/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270603/27019454/dtlphotolst/4/smp2
パティスリー・モーン 北信太店,（PATISSERIE MOHN）,https://tabelog.com/osaka/A2705/A270502/27012767/,水曜日、不定休（SNSにて告知）,北信太駅,ケーキ チョコレート,-,～￥999,3.38,大阪府 和泉市太町61-27 ,0725-46-1770,28,661,https://tabelog.com/osaka/A2705/A270502/27012767/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27012767/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27012767/dtlphotolst/4/smp2
Patisserie Touchez du bois,（Pâtisserie Touchez du bois）,https://tabelog.com/osaka/A2701/A270302/27101573/,月曜日 ※インスタグラムに営業日カレンダーあり,十三駅,ケーキ 洋菓子（その他） マカロン,-,￥1000～￥1999,3.36,大阪府 大阪市淀川区十三元今里2-21-3 メゾン愛花夢 105,0663-06-6146,32,1691,https://tabelog.com/osaka/A2701/A270302/27101573/dtlmenu,https://tabelog.com/osaka/A2701/A270302/27101573/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270302/27101573/dtlphotolst/4/smp2
パティスリーワイスタイル,,https://tabelog.com/osaka/A2706/A270603/27065101/,無休,牧落駅,マカロン ケーキ スイーツ（その他）,￥1000～￥1999,￥1000～￥1999,3.35,大阪府 箕面市桜4-15-40 ,072-737-7088,35,1096,https://tabelog.com/osaka/A2706/A270603/27065101/dtlmenu,https://tabelog.com/osaka/A2706/A270603/27065101/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270603/27065101/dtlphotolst/4/smp2
Patisserie SUI,（パティスリー スイ）,https://tabelog.com/osaka/A2706/A270604/27014741/,不定休　店内カレンダーでお知らせ,上牧駅,ケーキ,￥1000～￥1999,￥2000～￥2999,3.35,大阪府 高槻市神内2-28-5 宮田ビル1F,072-685-2614,23,404,https://tabelog.com/osaka/A2706/A270604/27014741/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27014741/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27014741/dtlphotolst/4/smp2
パティスリー サキモト,（Patisserie SAKIMOTO）,https://tabelog.com/osaka/A2701/A270203/27065923/,不定休,寺田町駅,ケーキ,-,～￥999,3.33,大阪府 大阪市生野区生野西3-5-81 ,06-6731-6596,33,2243,https://tabelog.com/osaka/A2701/A270203/27065923/dtlmenu,https://tabelog.com/osaka/A2701/A270203/27065923/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270203/27065923/dtlphotolst/4/smp2
ティコラッテパティスリー,,https://tabelog.com/osaka/A2707/A270702/27038352/,不定休（公式サイトに営業日カレンダーあり）,香里園駅,ケーキ,￥2000～￥2999,￥2000～￥2999,3.33,大阪府 寝屋川市香里南之町28-24 ,072-833-8383,29,650,https://tabelog.com/osaka/A2707/A270702/27038352/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27038352/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27038352/dtlphotolst/4/smp2
パティスリー・アンピフルリ,（PATISSERIE Empiffrerie）,https://tabelog.com/osaka/A2701/A270107/27007715/,月曜日,大阪城北詰駅,ケーキ カフェ,-,～￥999,3.33,大阪府 大阪市都島区東野田町1-20-20 ,06-6351-7800,27,787,https://tabelog.com/osaka/A2701/A270107/27007715/dtlmenu,https://tabelog.com/osaka/A2701/A270107/27007715/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270107/27007715/dtlphotolst/4/smp2
カフェパティスリーミィタン,,https://tabelog.com/osaka/A2701/A270105/27054105/,水曜定休日（その他不定期で連休）,阿波座駅,ケーキ,￥1000～￥1999,￥1000～￥1999,3.33,大阪府 大阪市西区江戸堀 3-1-20 オ－ビットステ－ジ江戸堀 １Ｆ,06-6447-0415,25,963,https://tabelog.com/osaka/A2701/A270105/27054105/dtlmenu,https://tabelog.com/osaka/A2701/A270105/27054105/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270105/27054105/dtlphotolst/4/smp2
Patisserie CanneLier,（パティスリー カヌリエ）,https://tabelog.com/osaka/A2706/A270604/27124616/,火曜日・水曜日（仕込み日）,高槻駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.33,大阪府 高槻市天神町1-5-5 クレール天神,072-668-4820,15,575,https://tabelog.com/osaka/A2706/A270604/27124616/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27124616/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27124616/dtlphotolst/4/smp2
パティスリー アン ジャルダン,,https://tabelog.com/osaka/A2701/A270305/27015188/,なし,横堤駅,ケーキ,￥1000～￥1999,￥2000～￥2999,3.32,大阪府 大阪市鶴見区横堤1丁目11-41 ,06-6913-4147,36,527,https://tabelog.com/osaka/A2701/A270305/27015188/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27015188/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27015188/dtlphotolst/4/smp2
パティスリービアン・シュール,,https://tabelog.com/osaka/A2705/A270501/27013908/,不定休（正月のみ休み）,中百舌鳥駅（南海・泉北）,ケーキ 喫茶店 カフェ,-,～￥999,3.31,大阪府 堺市北区中百舌鳥町2丁93 ,072-254-0391,35,776,https://tabelog.com/osaka/A2705/A270501/27013908/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27013908/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27013908/dtlphotolst/4/smp2
パティスリーブルス 長瀬店,,https://tabelog.com/osaka/A2707/A270703/27061089/,年中無休,長瀬駅,ケーキ,～￥999,～￥999,3.31,大阪府 東大阪市菱屋西1-17-14 ,06-6722-6580,24,517,https://tabelog.com/osaka/A2707/A270703/27061089/dtlmenu,https://tabelog.com/osaka/A2707/A270703/27061089/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270703/27061089/dtlphotolst/4/smp2
パティスリー ジャマン,,https://tabelog.com/osaka/A2706/A270604/27117097/,火曜日・水曜日、不定休(主に月曜日),茨木市駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.30,大阪府 茨木市園田町10-7 ,072-657-9110,19,1408,https://tabelog.com/osaka/A2706/A270604/27117097/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27117097/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27117097/dtlphotolst/4/smp2
パティスリーMASA,（マサ）,https://tabelog.com/osaka/A2701/A270401/27014003/,水曜日,九条駅（阪神）,ケーキ チョコレート,-,～￥999,3.29,大阪府 大阪市西区千代崎2-25-1 ,06-6581-7567,27,495,https://tabelog.com/osaka/A2701/A270401/27014003/dtlmenu,https://tabelog.com/osaka/A2701/A270401/27014003/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270401/27014003/dtlphotolst/4/smp2
パティスリー ブーケ,（patisserie  bouquet）,https://tabelog.com/osaka/A2701/A270105/27074848/,水曜日,桜川駅,カフェ ケーキ,-,￥1000～￥1999,3.29,大阪府 大阪市西区南堀江3-4-12 ,06-6599-9954,21,1858,https://tabelog.com/osaka/A2701/A270105/27074848/dtlmenu,https://tabelog.com/osaka/A2701/A270105/27074848/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270105/27074848/dtlphotolst/4/smp2
パティスリー イリス,（Patisserie Iris）,https://tabelog.com/osaka/A2701/A270108/27061017/,月曜日(祝日の場合は、翌日が休業日となります),海老江駅,ケーキ ドーナツ,-,￥1000～￥1999,3.29,大阪府 大阪市福島区海老江6-1-5 ,06-6345-3905,18,353,https://tabelog.com/osaka/A2701/A270108/27061017/dtlmenu,https://tabelog.com/osaka/A2701/A270108/27061017/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270108/27061017/dtlphotolst/4/smp2
patisserie hana hana,（パティスリー ハナ ハナ）,https://tabelog.com/osaka/A2706/A270601/27015156/,水曜日,少路駅（大阪モノレール）,ケーキ,-,～￥999,3.27,大阪府 豊中市熊野町4-11-9 1F,06-6850-3038,17,389,https://tabelog.com/osaka/A2706/A270601/27015156/dtlmenu,https://tabelog.com/osaka/A2706/A270601/27015156/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270601/27015156/dtlphotolst/4/smp2
パティスリー ラ フェット 桃山台店,（Ptisserie La Fte）,https://tabelog.com/osaka/A2706/A270602/27085680/,不定休(SNSにて告知),桃山台駅,洋菓子（その他）,-,～￥999,3.25,大阪府 豊中市新千里南町3-1-13 マンションニュー千里 106,06-6872-3399,22,484,https://tabelog.com/osaka/A2706/A270602/27085680/dtlmenu,https://tabelog.com/osaka/A2706/A270602/27085680/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270602/27085680/dtlphotolst/4/smp2
パティスリー フラワー 竹内街道軽里店,（Patisserie FLOUR）,https://tabelog.com/osaka/A2708/A270801/27003570/,年中無休(1/1除く),古市駅,ケーキ カフェ パン,￥1000～￥1999,￥1000～￥1999,3.24,大阪府 羽曳野市軽里2-73-1 ,072-958-4444,64,907,https://tabelog.com/osaka/A2708/A270801/27003570/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27003570/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27003570/dtlphotolst/4/smp2
パティスリー・フリアン,（patisserie FRIAND）,https://tabelog.com/osaka/A2707/A270702/27018531/,不定休,寝屋川市駅,ケーキ 洋菓子（その他） スイーツ（その他）,￥1000～￥1999,￥1000～￥1999,3.23,大阪府 寝屋川市池田南町1-4 ,072-826-5733,39,447,https://tabelog.com/osaka/A2707/A270702/27018531/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27018531/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27018531/dtlphotolst/4/smp2
パティスリーコージ 深江店,,https://tabelog.com/osaka/A2701/A270306/27008976/,不定休,深江橋駅,ケーキ,～￥999,～￥999,3.23,大阪府 大阪市東成区深江北1丁目12-13 ,06-6973-2480,24,308,https://tabelog.com/osaka/A2701/A270306/27008976/dtlmenu,https://tabelog.com/osaka/A2701/A270306/27008976/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270306/27008976/dtlphotolst/4/smp2
パティスリー かいと,（パティスリーカイト）,https://tabelog.com/osaka/A2705/A270502/27034004/,水曜・第３火曜　他に不定休あり,水間観音駅,ケーキ スイーツ（その他）,-,￥2000～￥2999,3.22,大阪府 泉南郡熊取町小谷北2-13-1 ,072-452-2233,23,500,https://tabelog.com/osaka/A2705/A270502/27034004/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27034004/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27034004/dtlphotolst/4/smp2
パティスリー モンシェール あべのハルカス店,,https://tabelog.com/osaka/A2701/A270203/27097256/,-,天王寺駅前駅,ケーキ,-,～￥999,3.22,大阪府 大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店 タワー館 B1F,06-6657-4499,20,193,https://tabelog.com/osaka/A2701/A270203/27097256/dtlmenu,https://tabelog.com/osaka/A2701/A270203/27097256/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270203/27097256/dtlphotolst/4/smp2
パティスリー ヴァンブラン,,https://tabelog.com/osaka/A2706/A270601/27011227/,水曜日,曽根駅,ケーキ,-,￥1000～￥1999,3.22,大阪府 豊中市長興寺南1-3-5-101 ,06-6866-6901,17,300,https://tabelog.com/osaka/A2706/A270601/27011227/dtlmenu,https://tabelog.com/osaka/A2706/A270601/27011227/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270601/27011227/dtlphotolst/4/smp2
パティスリー ベック シュクレ,（Pâtisserie Bec Sucré ）,https://tabelog.com/osaka/A2705/A270501/27085557/,水曜日,栂・美木多駅,ケーキ パン,-,￥1000～￥1999,3.21,大阪府 堺市南区原山台1-2-4 ,072-284-5522,37,2377,https://tabelog.com/osaka/A2705/A270501/27085557/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27085557/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27085557/dtlphotolst/4/smp2
パティスリー エルブランシュ,,https://tabelog.com/osaka/A2707/A270701/27077635/,不定休,古川橋駅,ケーキ カフェ,￥1000～￥1999,￥1000～￥1999,3.21,大阪府 門真市石原町1-1 ,06-6902-2244,19,2015,https://tabelog.com/osaka/A2707/A270701/27077635/dtlmenu,https://tabelog.com/osaka/A2707/A270701/27077635/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270701/27077635/dtlphotolst/4/smp2
パティスリー　モリタ,,https://tabelog.com/osaka/A2707/A270704/27054441/,不定休,四条畷駅,ケーキ 洋菓子（その他） ドーナツ,-,～￥999,3.21,大阪府 四條畷市楠公1丁目12-26 ,072-879-5734,19,265,https://tabelog.com/osaka/A2707/A270704/27054441/dtlmenu,https://tabelog.com/osaka/A2707/A270704/27054441/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270704/27054441/dtlphotolst/4/smp2
パティスリー・ソレイユ,（patisserie soleil）,https://tabelog.com/osaka/A2705/A270502/27043543/,無し,久米田駅,ケーキ その他,￥1000～￥1999,￥1000～￥1999,3.21,大阪府 岸和田市小松里町2305 ハイツ小松里1F,072-440-2700,19,425,https://tabelog.com/osaka/A2705/A270502/27043543/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27043543/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27043543/dtlphotolst/4/smp2
パティスリージャンゴ,（Patisserie ginkgo）,https://tabelog.com/osaka/A2701/A270201/27098441/,日曜定休,西大橋駅,ケーキ,-,～￥999,3.21,大阪府 大阪市西区新町1-24-14 新町マンション,06-6606-9455,18,3053,https://tabelog.com/osaka/A2701/A270201/27098441/dtlmenu,https://tabelog.com/osaka/A2701/A270201/27098441/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270201/27098441/dtlphotolst/4/smp2
